ID,名前,ルビ,ボード,登場作品,性別,属性,ポジション,カテゴリ,年代区分,学年,チーム,説明文,キック,コントロール,テクニック,プレッシャー,フィジカル,アジリティ,インテリジェンス,ビルド,合計値,シュートAT,フォーカスAT,フォーカスDF,城壁DF,スクランブルAT,スクランブルDF,KP
2935,挟山 則生,はさやま のりお,1,イナズマイレブンGO シャイン／ダーク,男,風,DF,選手,中学生,一年生,無所属,どんなに好きなタイプの曲だったとしても ヘッドホンで聴かないとノリきれないとか。,106,110,107,133,138,113,154,ひっさつ,861,216,270,317.5,271,292,287,1132
2936,椎樹 茸乃,しいぎ たけの,1,イナズマイレブンGO シャイン／ダーク,男,火,DF,選手,中学生,一年生,無所属,キノコを題材とした美術品を収集している。 いずれは　キノコアート展を開くつもりだ。,106,110,107,133,138,113,154,せいぎ,861,216,270,317.5,271,292,287,1132
2937,福山 繰栖,ふくやま くるす,1,イナズマイレブンGO シャイン／ダーク,男,火,DF,選手,中学生,二年生,無所属,トリックアートが得意な　天才デザイナー。 彼の作品は　海外でも評判が高いという。,106,110,107,133,138,113,154,ラフ,861,216,270,317.5,271,292,287,1132
2938,泡沫 京志郎,うたかた きょうしろう,1,イナズマイレブンGO シャイン／ダーク,男,火,GK,選手,中学生,二年生,無所属,軽い気持ちで始めた　おまじないだったが 厄払いの効果があると　巷で有名になった。,110,120,113,123,133,141,120,テンション,860,230,288,303.5,256,253,243,1209
2939,鬼村 多賀女,きむら たがめ,1,イナズマイレブンGO シャイン／ダーク,女,林,FW,選手,中学生,二年生,無所属,普段はおとなしいが　敵とみなした相手は 容赦などせずに　徹底的に攻撃していく。,154,145,133,107,105,105,116,ひっさつ,865,299,355,301.5,212,221,223,949
2940,釜田 熱至,かまだ あつし,1,イナズマイレブンGO シャイン／ダーク,男,山,MF,選手,中学生,二年生,無所属,釜風呂が好きなのだが　熱い湯に弱い体質で 入った途端　のぼせてしまうのだという。,130,141,137,113,114,105,126,きずな,866,271,343,315.5,227,240,239,988
2941,道筋 隈信,みちすじ くまのぶ,1,イナズマイレブンGO シャイン／ダーク,男,山,DF,選手,中学生,三年生,無所属,自分が主役の劇ばかり企画しようとする とても目立ちたがり屋な　演劇部の部長。,110,116,117,127,133,113,145,きずな,861,226,288,318.5,260,278,272,1105
2942,子安田 黒丸,こやすだ くろまる,1,イナズマイレブンGO シャイン／ダーク,男,林,DF,選手,中学生,一年生,無所属,地味な仕事でも　イヤな顔一つしないで 快く引き受けてくれる　縁の下の力持ち。,106,110,107,133,138,113,154,きずな,861,216,270,317.5,271,292,287,1132
2943,獅子峰 才治,ししみね さいじ,1,イナズマイレブンGO シャイン／ダーク,男,風,DF,選手,中学生,二年生,無所属,地元で行われるという　伝統のおまつりに 毎年　ボランティアとして参加している。,110,116,117,127,133,113,145,せいぎ,861,226,288,318.5,260,278,272,1105
2944,奪川 剛辰,たつかわ ごうたつ,1,イナズマイレブンGO シャイン／ダーク,男,火,GK,選手,中学生,三年生,無所属,自分の分の弁当だけでは　飽き足らず 他人の弁当も強奪しようとする　困り者だ。,110,120,113,127,133,137,120,ラフ,860,230,288,301.5,260,253,247,1201
2945,会唐 盗彦,かいとう ぬすひこ,1,イナズマイレブンGO シャイン／ダーク,男,火,FW,選手,中学生,二年生,無所属,自分のサインが入ったカードを投げつけて 大胆かつクールに　自己アピールをする。,154,145,133,107,105,105,116,きずな,865,299,355,301.5,212,221,223,949
2946,北下 武利,きたした たけとし,1,イナズマイレブンGO シャイン／ダーク,男,林,MF,選手,中学生,二年生,無所属,足音を立てず静かに歩く特技を持つものの 実践では　緊張してうまくいかないという。,130,141,137,113,114,105,126,せいぎ,866,271,343,315.5,227,240,239,988
2947,四井 静時,よつい せいじ,1,イナズマイレブンGO シャイン／ダーク,男,風,DF,選手,中学生,二年生,無所属,電化製品の修理が得意で　なんでも直す。 はんだゴテによる溶接だって　お手のもの。,106,110,107,133,138,113,154,ひっさつ,861,216,270,317.5,271,292,287,1132
2948,安剛 掛,あんごう かける,1,イナズマイレブンGO シャイン／ダーク,男,火,FW,選手,超越,-,無所属,強固な暗号アルゴリズムを開発したのだが 自分でも　解除ができなくなってしまった。,154,145,133,107,105,105,116,ラフ,865,299,355,301.5,212,221,223,949
2949,生椙 聖尾子,きすぎ せおこ,1,イナズマイレブンGO シャイン／ダーク,女,林,DF,選手,中学生,二年生,無所属,怪盗が活躍するテレビアニメに影響され 夜な夜な　決めポーズをマネしているとか。,106,110,107,133,138,113,154,ラフ,861,216,270,317.5,271,292,287,1132
2950,嘉永 留吉,かえい とめきち,1,イナズマイレブンGO シャイン／ダーク,男,林,MF,選手,中学生,二年生,無所属,雨に濡れるのが好きだという　傘いらず。 梅雨の季節になると　妙に上機嫌になる。,130,141,137,113,114,105,126,せいぎ,866,271,343,315.5,227,240,239,988
2951,加銘 礼央,かめい れお,1,イナズマイレブンGO シャイン／ダーク,男,風,DF,選手,中学生,一年生,無所属,自分の気配を消すのが　得意すぎるあまり かくれんぼで　みんなに忘れられてしまう。,106,110,107,133,138,113,154,カウンター,861,216,270,317.5,271,292,287,1132
2952,有波 隆範,ありなみ たかのり,1,イナズマイレブンGO シャイン／ダーク,男,風,MF,選手,中学生,二年生,無所属,幼い頃は　人気子役として活躍していたが 今では　それを知る者はほとんどいない…。,126,145,147,107,105,105,130,ひっさつ,865,271,355,329.5,212,235,237,949
2953,大社 蛇巳,おおもり じゃみ,1,イナズマイレブンGO シャイン／ダーク,女,火,FW,選手,中学生,一年生,無所属,大変な負けず嫌いで　勝負事に負けると 悔しさのあまり　相手を睨み付けてしまう。,145,141,127,113,109,105,126,ラフ,866,286,340.5,305.5,222,235,239,973
2954,港浦 堅次,こううら けんじ,1,イナズマイレブンGO シャイン／ダーク,男,林,GK,選手,中学生,三年生,無所属,『堅実にコツコツと』が　彼のモットー。 最近は　１０円玉貯金に精を出している。,110,120,113,123,133,141,120,ラフ,860,230,288,303.5,256,253,243,1209
2955,阿里 恵多,あさと けいた,1,イナズマイレブンGO シャイン／ダーク,男,火,FW,選手,中学生,二年生,無所属,とても怒りっぽい気質だが　根は優しく 弱いものイジメをする者は絶対に許さない。,154,145,133,107,105,105,116,きずな,865,299,355,301.5,212,221,223,949
2956,歌舞天寺 矢駈,かぶてんじ やく,1,イナズマイレブンGO シャイン／ダーク,男,火,GK,選手,中学生,一年生,無所属,自家用の帆船を持っているという中学生。 航行するときは　必ず自作の旗を立てる。,110,120,113,127,133,137,120,ひっさつ,860,230,288,301.5,260,253,247,1201
2957,真次 仁志,まじ ひとし,1,イナズマイレブンGO シャイン／ダーク,男,山,DF,選手,中学生,三年生,無所属,どんな頼みごとでも聞いてくれるらしいが １人につき３回までという制限がある。,110,116,117,127,133,113,145,きずな,861,226,288,318.5,260,278,272,1105
2958,早乙女 キリエ,さおとめ きりえ,1,イナズマイレブンGO シャイン／ダーク,女,林,FW,選手,中学生,一年生,無所属,腕っぷしと精神力の強さを兼ね備えた人を 探し求めて　旅を続けているのだとか。,154,145,133,107,105,105,116,ラフ,865,299,355,301.5,212,221,223,949
2959,千斗 瑠偉,せんと るい,1,イナズマイレブンGO シャイン／ダーク,女,風,MF,選手,中学生,一年生,無所属,飛行機の免許を取って　着の身着のまま 太平洋を横断飛行するのが　将来の夢。,130,141,137,113,114,105,126,ラフ,866,271,343,315.5,227,240,239,988
2960,大兜 鎧,おおかぶと がい,1,イナズマイレブンGO シャイン／ダーク,男,火,DF,選手,中学生,二年生,無所属,いつも重たいカブトをかぶっているのだが 実生活では　まったく役に立ってはいない。,110,116,117,127,133,113,145,テンション,861,226,288,318.5,260,278,272,1105
2961,命 瞳,みこと ひとみ,1,イナズマイレブンGO シャイン／ダーク,女,風,GK,選手,中学生,一年生,無所属,彼女の夢は　世界一の豪邸で働くメイド長。 現在は　いかにしてコネを作るか思案中だ。,110,120,113,123,133,141,120,ラフ,860,230,288,303.5,256,253,243,1209
2962,郷戸 羊之介,ごうと ようのすけ,1,イナズマイレブンGO シャイン／ダーク,男,火,MF,選手,中学生,二年生,無所属,仲良しグループで団体行動をするのが好き。 独りぼっちになると　悲しさに震える。,130,141,137,113,114,105,126,きずな,866,271,343,315.5,227,240,239,988
2963,鷹垣 爪二郎,たかがき そうじろう,1,イナズマイレブンGO シャイン／ダーク,男,風,DF,選手,中学生,三年生,無所属,とても目がよく　その視力は５．０らしい。 バードウォッチングでは　双眼鏡いらずだ。,106,110,107,133,138,113,154,きずな,861,216,270,317.5,271,292,287,1132
2964,江蓮 範人,えれん のりひと,1,イナズマイレブンGO シャイン／ダーク,男,山,GK,選手,中学生,二年生,無所属,巨体を活かしたパワフルなプレイが持ち味。 普段はおとなしいが　怒らせるとコワイ。,110,120,113,123,133,141,120,テンション,860,230,288,303.5,256,253,243,1209
2965,宮 太良男,みや たらお,1,イナズマイレブンGO シャイン／ダーク,男,山,DF,選手,中学生,三年生,無所属,あまりにも動きがゆっくりしているので 授業中に寝ていると勘違いされ　怒られる。,110,116,117,127,133,113,145,ひっさつ,861,226,288,318.5,260,278,272,1105
2966,安室 泰雅,あむろ やすまさ,1,イナズマイレブンGO シャイン／ダーク,男,火,FW,選手,中学生,二年生,無所属,優れた身体能力と　近寄りがたい雰囲気で 周りから　虎のようだと恐れられている。,154,145,133,107,105,105,116,ひっさつ,865,299,355,301.5,212,221,223,949
2967,露布 伊夜,つゆぬの いよ,1,イナズマイレブンGO シャイン／ダーク,女,林,FW,選手,中学生,一年生,無所属,中学生になった今も　親と一緒でなければ 眠ることができないという　さびしがり屋。,154,145,133,107,105,105,116,ラフ,865,299,355,301.5,212,221,223,949
2968,粟生 仁太郎,あおう にんたろう,1,イナズマイレブンGO シャイン／ダーク,男,風,GK,選手,中学生,二年生,無所属,普段は控えめで　目立たない生徒なのだが ふとしたキッカケで激高するため要注意。,110,120,113,123,133,141,120,せいぎ,860,230,288,303.5,256,253,243,1209
2969,犬火 久仁津,いぬい くにつ,1,イナズマイレブンGO シャイン／ダーク,男,火,FW,選手,中学生,一年生,無所属,勉強もスポーツもできる　万能なヤツだが それを鼻に掛けるので　評判はいまひとつ。,145,141,127,113,109,105,126,ラフ,866,286,340.5,305.5,222,235,239,973
2970,瀬尾 川八,せのお かわはち,1,イナズマイレブンGO シャイン／ダーク,男,風,MF,選手,中学生,三年生,無所属,水泳が大好きで　中でも平泳ぎが大得意。 水辺の近くにいるときは活き活きしている。,130,141,137,113,114,105,126,テンション,866,271,343,315.5,227,240,239,988
2971,入道 一目,いりみち いちもく,1,イナズマイレブンGO シャイン／ダーク,男,山,DF,選手,中学生,二年生,無所属,シャイな性格のため顔を隠しているのだが 妙に不気味な出で立ちに　不評の声が続出。,110,116,117,127,133,113,145,ひっさつ,861,226,288,318.5,260,278,272,1105
2972,冷風 結子,すずかぜ ゆうこ,1,イナズマイレブンGO シャイン／ダーク,女,風,MF,選手,中学生,一年生,無所属,表情を変えない　ポーカーフェイス少女。 だが　内心はさまざまな感情に揺れている。,126,145,147,107,105,105,130,きずな,865,271,355,329.5,212,235,237,949
